,anime_id,title,title_english,genre
2799,3087,Cencoroll,,"Action, Sci-Fi"
2800,3088,Tokyo Marble Chocolate,Tokyo Marble Chocolate,"Slice of Life, Romance"
2801,3089,The Sky Crawlers,The Sky Crawlers,"Drama, Military"
2802,3090,Aa! Megami-sama!: Tatakau Tsubasa,,"Comedy, Magic, Romance, Seinen, Supernatural"
2803,3091,xxxHOLiC Kei,,"Mystery, Comedy, Psychological, Supernatural, Drama"
2804,3092,Junjou Romantica,Junjo Romantica,"Comedy, Drama, Romance, Shounen Ai"
2805,3093,Kekkai,,Hentai
2806,3094,Rankou Choukyou: Maid ni Natta Shoujo,Rancou Chokyo - Orgy Training,Hentai
2807,3095,Sono Kinisasete yo: My My Mai,My My Mai,"Ecchi, Comedy, Supernatural"
2808,3098,Shutsugeki! Machine Robo Rescue,,"Action, Mecha, Sci-Fi"
2809,3099,Juusenshi Gulkeeva,,"Action, Fantasy, Mecha, Super Power"
2810,3100,Kamen Rider SD Kaiki?! Kumo Otoko,,"Action, Parody"
2811,3101,F-Zero: Falcon Densetsu,F-Zero: GP Legend,"Action, Sci-Fi, Adventure, Cars, Sports, Mecha, Shounen"
2812,3102,Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,,Hentai
2813,3104,Geisters: Fractions of the Earth,Geisters: Fractions of the Earth,"Action, Military, Sci-Fi"
2814,3105,Chikansha Thomas,Perverted Thomas,Hentai
2815,3107,Dark Shell: Ori no Naka no Namameki,Dark Shell: Lust in the Cage,Hentai
2816,3108,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,Widow,Hentai
2817,3109,Mei King,,"Adventure, Comedy, Fantasy, Hentai"
2818,3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,,"Drama, Historical"
2819,3111,Nasu: Suitcase no Wataridori,Nasu: A Migratory Bird with Suitcase,"Drama, Seinen, Sports"
2820,3112,Papillon Rose,Papillon Rose,"Ecchi, Magic, Comedy, Parody"
2821,3113,Pinky Street,,"Comedy, Slice of Life"
2822,3114,Chiisana Kyojin Microman,,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power"
2823,3115,Toki no Tabibito: Time Stranger,,"Action, Adventure, Romance, Sci-Fi"
2824,3116,Dash! Yonkurou,,"Action, Cars, Sports, Kids, Shounen"
2825,3120,Bobby ni Kubittake,,"Drama, Romance, Slice of Life"
2826,3121,Kodomo no Jikan OVA,,"Comedy, Ecchi, School"
2827,3125,Tokimeki Tonight,,"Comedy, Fantasy, Romance, Shoujo, Vampire"
2828,3127,California Crisis: Tsuigeki no Juuka,California Crisis: Gun Salvo,"Action, Adventure, Comedy"
2829,3129,Kaibutsu-kun,,"Comedy, Horror"
2830,3130,Kaibutsu-kun (1980),,"Comedy, Horror, Kids"
2831,3131,Ashita Tenki ni Naare,A Great Super Shot Boy,"Sports, Shounen"
2832,3132,Boukensha: The Man Was from Spain,Christopher Columbus,"Adventure, Historical"
2833,3135,Dragon&#039;s Heaven,Dragon&#039;s Heaven,"Action, Adventure, Fantasy, Mecha, Sci-Fi"
2834,3136,Ochamegami Monogatari: Korokoro Pollon,Little Pollon,"Parody, Magic, Comedy"
2835,3137,Tsurikichi Sanpei,,"Adventure, Sports"
2836,3138,Solty Rei Special,,"Comedy, Drama"
2837,3140,Ryoujoku no Machi: Kyouen no Ceremony,City of Sin,"Fantasy, Hentai, Military"
2838,3146,GR: Giant Robo,,"Adventure, Mecha, Military, Sci-Fi, Shounen"
2839,3147,Me gumi no Daigo: Kajiba no Baka Yarou,Daigo of Fire Company,Drama
2840,3151,Genei Toushi Bastof Lemon,BASToF Syndrome,"Adventure, Mecha, Sci-Fi"
2841,3152,Down Load: Namu Amida Butsu wa Ai no Uta,Download: Devil&#039;s Circuit,"Action, Adventure, Psychological, Sci-Fi"
2842,3153,Kagaku Ninja-tai Gatchaman (Movie),,"Action, Adventure, Sci-Fi, Shounen"
2843,3154,Gatchaman,,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power"
2844,3155,Kingyo Chuuihou! (Movie),,"Action, Comedy, Kids, Shoujo"
2845,3157,Guardian Hearts-Power UP!,Guardian Hearts-Power UP!,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance"
2846,3159,The Kabocha Wine,The Pumpkin Wine,"Slice of Life, Comedy, Romance, School"
2847,3160,Houkago Mania Club: Koi no Hoshii no,After School Mania Club,"Hentai, Yuri"
2848,3162,Makiba no Shoujo Katri,"Katri, Girl of the Meadows","Adventure, Drama, Historical, Slice of Life"
2849,3164,Ichigo Ichie: Koibana Tomobana,,"Slice of Life, Comedy, School"
2850,3165,Hidamari Sketch Specials,,"Slice of Life, Comedy, School, Seinen"
2851,3166,Ayakashi,,"Action, Sci-Fi, Horror, Fantasy"
2852,3167,Eve no Jikan,Time of Eve,"Sci-Fi, Slice of Life"
2853,3171,Ryoujoku Hitozuma Onsen,,Hentai
2854,3174,Sola Specials,,"Comedy, Romance, Slice of Life, Supernatural"
2855,3175,Kaitei Choutokkyuu: Marine Express,Undersea Super Train: Marine Express,"Action, Adventure, Comedy, Sci-Fi, Drama"
2856,3176,Nessa no Haou Gandalla,Gandalla: The King of Burning Desert,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural"
2857,3178,Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,Karura Mau Movie,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural"
2858,3182,Massugu ni Ikou. 2nd Season,,"Comedy, Josei, Romance, Slice of Life"
2859,3183,MAPS: Densetsu no Samayoeru Seijin-tachi,,"Action, Sci-Fi, Adventure, Space, Drama, Shounen"
2860,3185,Fortune Quest L,Fortune Quest,"Adventure, Comedy, Fantasy, Magic"
2861,3186,Sekai Meisaku Douwa: Hakuchou no Mizuumi,Swan Lake,"Drama, Fantasy, Romance"
2862,3190,Guitar wo Motta Shounen: Kikaider vs. Inazuman,The Boy Who Carried a Guitar: Kikaider vs. Inazuman,"Sci-Fi, Shounen"
2863,3192,Tobira wo Akete,,"Action, Adventure, Fantasy, Sci-Fi"
2864,3193,Asobot Senki Gokuu,Monkey Typhoon,"Action, Sci-Fi, Adventure, Comedy, Shounen"
2865,3194,Ningyohime Marina no Bouken,Saban&#039;s Adventures of the Little Mermaid,"Drama, Fantasy, Kids, Romance"
2866,3196,Wakakusa no Charlotte,,"Drama, Historical, Kids, Shoujo, Slice of Life"
2867,3199,Nanatsu no Umi no Tico,Tico and Friends,"Slice of Life, Adventure"
2868,3201,Pure-tou no Nakama-tachi,Serendipity the Pink Dragon,"Fantasy, Kids"
2869,3202,Daisuki! Hello Kitty,,"Fantasy, Kids"
2870,3203,Chibi Maruko-chan Movie,,"Comedy, School, Shoujo"
2871,3205,Cream Lemon: Lemon Angel,Lemon Angel,Ecchi
2872,3210,Ikoku Irokoi Romantan,,"Comedy, Romance, Yaoi"
2873,3211,Otenki Oneesan,Weather Report Girl,"Comedy, Hentai, Yuri"
2874,3213,Ganbare Genki,,"Action, Comedy, Shounen, Sports"
2875,3214,Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,,"Action, Adventure, Super Power"
2876,3215,Fuyu no Hi,Winter Days,Historical
2877,3218,Gensoumaden Saiyuuki OVA,,"Adventure, Shounen, Supernatural"
2878,3219,Gakuen Utopia Manabi Straight! Special,,"Comedy, School, Sci-Fi, Slice of Life"
2879,3220,Kanashimi no Belladonna,Belladonna of Sadness,"Hentai, Historical, Dementia, Drama"
2880,3221,Shakugan no Shana Movie Special,,"Adventure, Comedy, Fantasy, Parody"
2881,3222,Kiddy Grade: Maelstrom,,"Action, Mecha, Sci-Fi, Super Power"
2882,3223,Kiddy Grade: Truth Dawn,,"Action, Mecha, Sci-Fi, Super Power"
2883,3225,Minami-ke Okawari,,"Comedy, School, Slice of Life"
2884,3226,Major S4,,"Sports, Comedy, Drama, Shounen"
2885,3227,Harukanaru Toki no Naka de 3: Kurenai no Tsuki,,"Action, Fantasy, Military, Historical, Shoujo"
2886,3228,Zoku Sayonara Zetsubou Sensei,,"Comedy, Parody, School"
2887,3229,Kimi ga Aruji de Shitsuji ga Ore de,,"Comedy, Ecchi, Harem, Parody, Romance"
2888,3230,Druaga no Tou: The Aegis of Uruk,Tower of Druaga: The Aegis of Uruk,"Adventure, Comedy, Fantasy"
2889,3231,Gunslinger Girl: Il Teatrino,Gunslinger Girl: Il Teatrino,"Action, Drama, Military, Sci-Fi"
2890,3232,Bannou Bunka Neko-Musume Specials,,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen"
2891,3234,009-1: R&B,,"Action, Sci-Fi, Seinen"
2892,3235,Magma Taishi,Ambassador Magma,"Action, Space, Super Power, Sci-Fi, Shounen"
2893,3239,Cream Lemon,,"Parody, Fantasy, Comedy, Romance, Hentai, Drama, Sci-Fi, Yuri"
2894,3245,Kindaichi Shounen no Jikenbo Specials,Kindaichi Case Files Special,"Mystery, Shounen"
2895,3247,Love Hina Final Selection,Love Hina Final Selection,"Ecchi, Comedy, Harem, Romance"
2896,3248,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,Ghost Slayers Ayashi: Inferno,"Action, Supernatural, Historical, Drama"
2897,3250,Daishikkin Helena,Elfen Laid,Hentai
2898,3251,Hatara Kids Mai Ham Gumi,Master Hamsters,"Action, Kids"
2899,3252,Super Teukgeup Mazinger 7,Protectors of Universe,"Sci-Fi, Mecha"
2900,3254,Luv Wave,Luv Wave,"Action, Drama, Hentai, Horror, Mystery, Police, Romance, Sci-Fi"
2901,3256,Soukou Kihei Votoms: Pailsen Files,,"Mecha, Military, Sci-Fi, Space"
2902,3258,Lily C.A.T.,Lily C.A.T.,"Space, Horror, Sci-Fi"
2903,3259,Lemon Angel (1988),Lemon Angel (1988),Ecchi
2904,3264,Lemon Angel (1988/II),Lemon Angel (1988/II),Ecchi
2905,3265,Princess Tutu Recaps,,"Comedy, Magic, Romance, Shoujo"
2906,3266,Ai Yori Aoshi: Enishi - Miyuki,,"Comedy, Drama, Romance"
2907,3267,Kingdom of Chaos: Born to Kill,,Fantasy
2908,3268,Mai-Otome 0: S.ifr,My-Otome 0: S.ifr,Sci-Fi
2909,3269,.hack//G.U. Trilogy,.hack//G.U. Trilogy,"Action, Fantasy, Game, Sci-Fi"
2910,3270,IGPX: Immortal Grand Prix (2005),IGPX: Immortal Grand Prix,"Drama, Mecha, Sci-Fi, Shounen, Sports"
2911,3271,Bakutou Sengen Daigunder,Daigunder,"Sci-Fi, Adventure, Mecha"
2912,3272,Kinnikuman,,"Adventure, Comedy, Sports, Shounen"
2913,3273,Kinnikuman (Movie),,"Action, Comedy, Sports, Shounen"
2914,3274,Kinnikuman: Ooabare! Seigi Choujin,,"Action, Comedy, Sports, Shounen"
2915,3275,Kinnikuman: Seigi Choujin vs. Kodai Choujin,,"Action, Sports, Comedy, Shounen"
2916,3276,Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,,"Action, Comedy, Sports, Shounen"
2917,3277,Kinnikuman: Haresugata! Seigi Choujin,,"Action, Comedy, Sports, Shounen"
2918,3278,Kinnikuman: New York Kiki Ippatsu!,,"Action, Comedy, Sports, Shounen"
2919,3279,Kinnikuman: Seigi Choujin vs. Senshi Choujin,,"Action, Comedy, Sports, Shounen"
2920,3280,Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,,"Action, Comedy, Sports, Shounen"
2921,3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,,"Action, Comedy, Sports, Shounen"
2922,3285,Himitsu no Akko-chan,Secrets of Akko-chan,"Magic, School, Shoujo"
2923,3286,Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,Do You Know the Milfing Man?,Hentai
2924,3287,Tenkuu Danzai Skelter+Heaven,,"Sci-Fi, Mecha"
2925,3288,Gundam Evolve,Gundam Evolve,"Action, Military, Space, Mecha"
2926,3290,Vampiyan Kids,Vampiyan Kids,"Fantasy, Comedy, Kids"
2927,3292,Potemayo Specials,,"Comedy, School, Seinen"
2928,3294,Gasshin Sentai Mechander Robo,Combining Squadron Mechander Robo,"Space, Mecha, Military, Mystery, Sci-Fi"
2929,3295,Yatterman,,"Adventure, Comedy, Parody"
2930,3297,Aria The Origination,Aria The Origination,"Fantasy, Sci-Fi, Shounen, Slice of Life"
2931,3298,Hatenkou Yuugi,Hatenkou Yugi,"Adventure, Comedy, Drama, Romance, Fantasy, Josei"
2932,3299,H2O: Footprints in the Sand,H2O: Footprints in the Sand,"Harem, Romance, School"
2933,3300,Romance wa Tsurugi no Kagayaki II,Romance is in the Flash of the Sword II,"Action, Fantasy, Comedy, Hentai, Demons"
2934,3301,Septem Charm Magical Kanan,,"Hentai, Magic, Romance, School"
2935,3302,Megachu!,Oh My Sex Goddess,"Hentai, Supernatural"
2936,3303,Momiji,,"Hentai, School"
2937,3305,Muteki Koujin Daitarn 3,,"Mecha, Sci-Fi"
2938,3306,Aoki Honoo,,"Romance, Drama, Seinen"
2939,3307,Moke Moke Taishou Dendo Musume Arisa,Arisa,"Hentai, Mecha"
2940,3308,Heartwork: Symphony of Destruction,Heartwork: Love Guns,"Action, Hentai"
2941,3309,Mozu no Nie,House of 100 Tongues,"Hentai, Historical, Mystery"
2942,3312,Dr. Slump,,"Slice of Life, Comedy, Sci-Fi, Shounen"
2943,3313,Montana Jones,,"Adventure, Comedy"
2944,3315,Kikou Keisatsu Metal Jack,,"Action, Mecha, Police, Sci-Fi"
2945,3317,Uchuusen Sagittarius,,"Sci-Fi, Adventure"
2946,3318,Kimi ga Nozomu Eien: Next Season,Rumbling Hearts OVA,"Drama, Romance"
2947,3320,Harbor Light Monogatari: Fashion Lala yori,,Shoujo
2948,3322,Wagaya no Oinari-sama.,Our Home&#039;s Fox Deity,"Adventure, Fantasy, Shounen, Supernatural"
2949,3323,Kite Liberator,,"Action, Sci-Fi, Drama"
2950,3324,Discode: Ijou Seiai,Discode,Hentai
2951,3325,Yuusha Exkaiser,The Brave Fighter Exkizer,"Action, Mecha, Sci-Fi, Shounen"
2952,3326,Inaka Isha,Franz Kafka&#039;s A Country Doctor,"Dementia, Drama, Historical, Psychological"
2953,3327,Giant Gorg,Giant Gorg,"Action, Adventure, Mecha, Sci-Fi"
2954,3328,School Days: Magical Heart Kokoro-chan,,"Comedy, Parody, Magic, Ecchi"
2955,3329,Izumo (2003),,"Adventure, Fantasy, Comedy, Hentai"
2956,3332,Stop!! Hibari-kun!,,"Comedy, Shounen"
2957,3334,Jokuana,Horny Ladies And The News,Hentai
2958,3335,Haikara-san ga Tooru,Smart-san,"Slice of Life, Romance, Historical, Drama, Shoujo"
2959,3336,Mezame no Hakobune,Open Your Mind,Fantasy
2960,3342,Mnemosyne: Mnemosyne no Musume-tachi,Rin: Daughters of Mnemosyne,"Action, Sci-Fi, Horror, Supernatural, Shoujo Ai"
2961,3345,Mikan Enikki,,"Slice of Life, Comedy, Romance, Shoujo"
2962,3349,Kiddy GiRL-AND,Kiddy Girl-AND,"Action, Comedy, Sci-Fi, Super Power"
2963,3350,Kininaru Kimochi,,Hentai
2964,3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,,"Action, Adventure, Comedy, Mecha, Sci-Fi"
2965,3354,Zombie-Loan Specials,Zombie-Loan,"Action, Horror, Supernatural, Shounen"
2966,3355,Fortune Dogs,,Adventure
2967,3356,Mahoutsukai Sally,Sally the Witch,"Magic, Fantasy, School, Shoujo"
2968,3358,Kure-nai,Kurenai,"Comedy, Drama, Martial Arts"
2969,3359,Amatsuki,Amatsuki,"Action, Historical, Demons, Supernatural, Fantasy, Josei"
2970,3361,UFO Senshi Dai Apolon,,"Action, Sci-Fi, Mecha"
2971,3362,Oshare Majo Love and Berry: Shiawase no Mahou,Fashionable Witches Love and Berry: Magic of Happiness,Magic
2972,3363,RD Sennou Chousashitsu,,"Action, Sci-Fi"
2973,3366,Persona: Trinity Soul,Persona: Trinity Soul,"Action, Sci-Fi, Super Power"
2974,3367,Furusato Japan,"Japan, Our Homeland",Historical
2975,3369,Shoubushi Densetsu Tetsuya,,"Game, Historical, Shounen"
2976,3370,Natural: Another,Teacher&#039;s Pet,"Hentai, Romance"
2977,3371,Ginga Eiyuu Densetsu Gaiden,,"Action, Military, Sci-Fi, Space"
2978,3375,Kirepapa.,,"Comedy, Drama, Romance, Yaoi"
2979,3377,Tres Marias: Sannin no Sei Shojo,Holy Virgins,Hentai
2980,3378,Leatherman,Leatherman,Hentai
2981,3379,Mikagura Tanteidan,,Hentai
2982,3380,Hana Dorei,,Hentai
2983,3381,Fushigi no Umi no Nadia Specials,Nadia: Secret of Blue Water Specials,"Adventure, Sci-Fi"
2984,3382,Korashime,Punishment,Hentai
2985,3383,Orchid★Emblem,,Hentai
2986,3384,Mi-da-ra,Secret Desires,Hentai
2987,3385,Dorei Ichiba,Slave Market,Hentai
2988,3388,Majokko Megu-chan,,"Magic, Shoujo"
2989,3389,Bus Gamer,,Action
2990,3390,Hoshi no Umi no Amuri,,"Sci-Fi, Adventure, Fantasy"
2991,3391,Maicching Machiko-sensei,Miss Machiko,"Comedy, Ecchi, School"
2992,3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,,"Harem, Music, Romance, School, Shoujo"
2993,3393,Dark,Dark,Hentai
2994,3394,Kimagure Orange☆Road: Shounen Jump Special,Kimagure Orange Road TV Pilot,"Romance, Drama, Shounen"
2995,3396,Gloria: Kindan no Ketsuzoku,Gloria,"Drama, Hentai, Mystery, Romance"
2996,3398,Shin Hurricane Polymar,Hurricane Polymar: Holy Blood,"Action, Martial Arts, Super Power, Sci-Fi"
2997,3399,Rokushin Gattai GodMars,God Mars,"Action, Mecha, Sci-Fi, Space"
2998,3401,Aru Tabibito no Nikki Specials,,"Adventure, Fantasy"
2999,3402,Sexy Sailor Soldiers,Sexy Sailor Soldiers,"Action, Comedy, Hentai, Super Power"
3000,3403,The Guts!,Women at Work,Hentai
3001,3406,iDOLM@STER Xenoglossia Specials,,"Comedy, Mecha, Sci-Fi"
3002,3407,Blassreiter,Blassreiter,"Action, Sci-Fi"
3003,3410,Sky Girls Specials,,"Comedy, Mecha, Military, Sci-Fi"
3004,3411,Haitoku no Shoujo,Family of Debauchery,"Hentai, Psychological"
3005,3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,,"Comedy, Ecchi, Magic"
3006,3418,Jungle no Ouja Taa-chan,,"Action, Comedy, Parody"
3007,3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,,"Comedy, Ecchi, Martial Arts, Romance"
3008,3420,Shigofumi,Shigofumi: Letters from the Departed,"Psychological, Supernatural, Drama, Thriller, Fantasy"
3009,3421,Kodomo no Omocha,,"Comedy, Drama, School, Shoujo"
3010,3422,Donburi Kazoku,Like Mother Like Daughter,Hentai
3011,3424,Porphy no Nagai Tabi,The Orphans of Simitra,"Drama, Historical, Kids, Slice of Life"
3012,3425,Meiken Lassie,,"Adventure, Slice of Life, Kids"
3013,3427,Oni-Tensei,,"Hentai, Horror, Supernatural"
3014,3428,Injuu vs. Onna Spy,Spy of Darkness,"Hentai, Horror"
3015,3429,Blame! Special,,"Mecha, Sci-Fi"
3016,3430,Blame! Prologue,,"Action, Mecha, Sci-Fi"
3017,3432,Chou Mashin Eiyuuden Wataru,Super Demon Hero Wataru,"Action, Adventure, Comedy, Mecha"
3018,3433,Go-Q-Choji Ikkiman,Battle Ball,"Sci-Fi, Sports"
3019,3434,Hey! Bumboo,Bumpety Boo,"Adventure, Cars, Kids"
3020,3435,Joou Heika no Petite Angie,Angie Girl,"Historical, Mystery, Shoujo"
3021,3436,Meme Iroiro Yume no Tabi,The Many Dream Journeys of Meme,"Adventure, Kids, Sci-Fi"
3022,3437,Mister Ajikko,,"Comedy, Shounen"
3023,3438,Moero! Top Striker,Top Striker,"Action, Shounen, Sports"
3024,3439,Darcrows,DARCROWS,Hentai
3025,3442,Ninpou Midare Karakuri,Karakuri Ninja Girl,Hentai
3026,3444,The☆Ultraman,,"Action, Sci-Fi, Space, Super Power"
3027,3446,Biohazard: Degeneration,,"Action, Horror, Sci-Fi"
3028,3447,Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi,Ghost in the Shell: Stand Alone Complex - Solid State Society: Uchikomatic Days,"Comedy, Mecha, Sci-Fi"
3029,3448,Mad★Bull 34,Mad Bull 34,"Action, Police"
3030,3449,Kamichu! Specials,The Goddess is a Middle School Student,"Slice of Life, Comedy, Supernatural, Drama"
3031,3452,Onna Kyoushi,Hot Juicy Teacher,Hentai
3032,3454,Kowaremono,Slave Doll - Maid to Order,Hentai
3033,3455,To LOVE-Ru,To LOVE Ru,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen"
3034,3456,Candy☆Boy: Side Story For Archive,,"Romance, School, Shoujo Ai"
3035,3457,Vampire Knight,Vampire Knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire"
3036,3460,Bosco Daibouken,Bosco Adventure,"Kids, Adventure, Fantasy"
3037,3461,Gensou Jotan Ellcia,Ellcia,"Adventure, Fantasy"
3038,3462,Minky Momo in Yume ni Kakeru Hashi,Minky Momo in the Bridge Over Dreams,"Drama, Shoujo, Slice of Life"
3039,3463,A.LI.CE,A.LI.CE,Sci-Fi
3040,3464,Kemeko Deluxe!,,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen"
3041,3465,Nagasaki 1945: Angelus no Kane,Nagasaki 1945 ~ The Angelus Bells,"Drama, Historical, Military"
3042,3466,Kino no Tabi: The Beautiful World - Tou no Kuni,Kino&#039;s Journey: Tower Country,"Adventure, Fantasy, Psychological"
3043,3467,Nogizaka Haruka no Himitsu,Haruka Nogizaka&#039;s Secret,"Comedy, Romance"
3044,3468,Maria-sama ga Miteru Specials,Maria Watches Over Us,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life"
3045,3469,Maria-sama ga Miteru: Haru Specials,Maria Watches Over Us: Printemps,"Slice of Life, Romance, School, Drama, Shoujo, Shoujo Ai"
3046,3470,Special A,Special A (S.A),"Comedy, Romance, School, Shoujo"
3047,3472,Tenrankai no E,Pictures at an Exhibition,Comedy
3048,3473,Souseiki,The Genesis,Parody
3049,3474,Push,Push,Parody
3050,3475,Muramasa,Muramasa,"Historical, Horror, Martial Arts, Samurai"
3051,3478,Mrs. Junkie,,Hentai
3052,3479,Taimanin Asagi,,"Action, Demons, Hentai, Martial Arts, Supernatural"
3053,3480,Nayuta,Nayuta,"Action, Sci-Fi, Shoujo"
3054,3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,,"Action, Mecha, Sci-Fi, Shounen"
3055,3482,Madonna,,"Sports, Comedy, School"
3056,3483,Maison Ikkoku: Utsuriyuku Kisetsu no Naka de,,"Comedy, Romance, Drama"
3057,3484,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,"Maison Ikkoku: Prelude, When the Cherry Blossoms in the Springtime Return","Comedy, Romance, Drama"
3058,3485,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikomatic Days,"Comedy, Mecha, Sci-Fi"
3059,3486,Yuusha Tokkyuu Might Gaine,,"Action, Adventure, Mecha, Sci-Fi"
3060,3488,Genji Monogatari,,"Drama, Historical, Romance"
3061,3490,Rayca,,Sci-Fi
3062,3493,Ryuusei no Rockman Tribe,Mega Man Star Force Tribe,Adventure
3063,3496,Ougon no Hou: El Cantare no Rekishikan,The Golden Laws,"Historical, Fantasy"
3064,3497,Steady x Study,,Romance
3065,3498,Shin Onimusha: Dawn of Dreams the Story,Onimusha: Dawn of Dreams,"Action, Historical, Demons, Martial Arts, Samurai"
3066,3499,DinoZone,DinoZaurs,"Adventure, Sci-Fi, Shounen"
3067,3501,Wellber no Monogatari: Sisters of Wellber Zwei,Sisters of Wellber Zwei,"Adventure, Fantasy, Historical, Romance"
3068,3503,Kanokon,Kanokon: The Girl Who Cried Fox,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural"
3069,3505,Yuusha Shirei Dagwon,,"Action, Adventure, Martial Arts, Mecha, Super Power, School"
3070,3506,Connected,Connected,"Dementia, Music, Sci-Fi"
3071,3507,Survival,,"Dementia, Drama, Music, Psychological, School, Supernatural"
3072,3508,Genius Party,,"Action, Sci-Fi, Music, Dementia, Psychological, Romance, Fantasy, Mecha"
3073,3509,Riki-Oh: Toukatsu Jigoku,Riki-Oh: The Wall of Hell,"Action, Martial Arts, Super Power, Seinen"
3074,3511,Riki-Oh 2: Horobi no Ko,Riki-Oh 2: Child of Destruction,"Action, Martial Arts, Super Power, Seinen"
3075,3512,Tenshi Nanka ja Nai,,"Comedy, Drama, Shoujo"
3076,3513,Tanjou: Debut,,"Slice of Life, Romance, Supernatural"
3077,3514,Noramimi,,Comedy
3078,3515,Saint Seiya: Meiou Hades Elysion-hen,Saint Seiya: The Hades Chapter - Elysion,"Action, Fantasy, Shounen, Super Power"
3079,3516,Hal & Bons,,"Slice of Life, Comedy"
3080,3517,New Hal & Bons,,"Slice of Life, Comedy"
3081,3518,Ginga no Uo Ursa Minor Blue,,"Fantasy, Kids"
3082,3519,Garakuta-doori no Stain,Mr. Stain on Junk Alley,Comedy
3083,3522,Choujin Locke,Locke the Superman,"Action, Sci-Fi, Super Power"
3084,3525,Extra,Extra,"Action, Sci-Fi, Music, Dementia, Horror"
3085,3526,Mahou Shoujo Meruru,Magic Woman M,"Adventure, Fantasy, Magic, Hentai"
3086,3527,Lesbian Byoutou,,Hentai
3087,3529,Kowaremono II,Kowaremono - Fragile Hearts,Hentai
3088,3530,Virtuacall 2,Virtuacall,Hentai
3089,3531,Shinjin Tour Conductor,Dark Tours,Hentai
3090,3532,Shino-sensei no Yuuwaku Jugyou,Professor Shino&#039;s Classes in Seduction,Hentai
3091,3533,Gakuentoshi Varanoir Joukan,,"Action, Magic"
3092,3534,Seijuuden: Twin Dolls,Twin Dolls,"Action, Demons, Hentai, Magic, Supernatural"
3093,3535,Neko Ramen,Neko Rahmen,Comedy
3094,3536,Youshou,Midnight Strike Force,"Demons, Hentai, Horror"
3095,3537,Cleavage,Cleavage,Hentai
3096,3538,Dorei Kaigo,Slave Nurses,Hentai
3097,3539,Utsukushiki Emono-tachi no Gakuen,Sin Sorority,Hentai
3098,3540,Henbou Moral Hazard,,Hentai
3099,3541,Kouin Tenshi: Haitoku no Lycéenne,Co-eD Affairs,Hentai
3100,3542,Mechiku,Office Affairs,Hentai
3101,3543,Kiss yori...,A Heat for All Seasons,Hentai
3102,3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),,"Slice of Life, Comedy, Police"
3103,3546,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,,"Comedy, Police"
3104,3547,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen,,"Comedy, Police"
3105,3549,Allison to Lillia,Allison & Lillia,"Action, Adventure, Shounen"
3106,3550,Midori no Makibao,Green Makibao,"Sports, Comedy"
3107,3551,Dragon Rider,Dragon Rider,Hentai
3108,3553,Reyon Densetsu Flair,Legend of Lyon Flare,"Action, Demons, Fantasy, Hentai"
3109,3556,Soukan Rensa,Secret Sex Stories,Hentai
3110,3557,Shoujo Auction,Virgin Auction,Hentai
3111,3558,Doukyuusei (OVA): Natsu no Owari ni,End of Summer,"Drama, Harem, Hentai, Romance"
3112,3559,Stringendo: Angel-tachi no Private Lesson,Stringendo,Hentai
3113,3560,Karen,Karen,Hentai
3114,3561,Dennou Boukenki Webdiver,Brain Adventure Record Webdiver,"Adventure, Mecha, Sci-Fi, Shounen"
